 

stn;time;gre000h0
WSLNEF;2022112410;81
WSLNEF;2022112411;184
WSLNEF;2022112412;225
WSLNEF;2022112413;250
WSLNEF;2022112414;118
WSLNEF;2022112415;61
WSLNEF;2022112416;7
WSLNEF;2022112417;0
WSLNEF;2022112418;0
WSLNEF;2022112419;0
WSLNEF;2022112420;0
WSLNEF;2022112421;0
WSLNEF;2022112422;0
WSLNEF;2022112423;0
WSLNEF;2022112500;0
WSLNEF;2022112501;0
WSLNEF;2022112502;0
WSLNEF;2022112503;0
WSLNEF;2022112504;0
WSLNEF;2022112505;0
WSLNEF;2022112506;0
WSLNEF;2022112507;1
WSLNEF;2022112508;25
WSLNEF;2022112509;121
WSLNEF;2022112510;94
WSLNEF;2022112511;170
WSLNEF;2022112512;98
WSLNEF;2022112513;114
WSLNEF;2022112514;72
WSLNEF;2022112515;76
WSLNEF;2022112516;7
WSLNEF;2022112517;0
WSLNEF;2022112518;0
WSLNEF;2022112519;0
WSLNEF;2022112520;0
WSLNEF;2022112521;0
WSLNEF;2022112522;0
WSLNEF;2022112523;0
WSLNEF;2022112600;0
WSLNEF;2022112601;0
WSLNEF;2022112602;0
WSLNEF;2022112603;0
WSLNEF;2022112604;0
WSLNEF;2022112605;0
WSLNEF;2022112606;0
WSLNEF;2022112607;1
WSLNEF;2022112608;15
WSLNEF;2022112609;41
WSLNEF;2022112610;113
WSLNEF;2022112611;148
WSLNEF;2022112612;216
WSLNEF;2022112613;136
WSLNEF;2022112614;141
WSLNEF;2022112615;71
WSLNEF;2022112616;13
WSLNEF;2022112617;0
WSLNEF;2022112618;0
WSLNEF;2022112619;0
WSLNEF;2022112620;0
WSLNEF;2022112621;0
WSLNEF;2022112622;0
WSLNEF;2022112623;0
WSLNEF;2022112700;0
WSLNEF;2022112701;0
WSLNEF;2022112702;0
WSLNEF;2022112703;0
WSLNEF;2022112704;0
WSLNEF;2022112705;0
WSLNEF;2022112706;0
WSLNEF;2022112707;1
WSLNEF;2022112708;21
WSLNEF;2022112709;37
WSLNEF;2022112710;80
WSLNEF;2022112711;83
WSLNEF;2022112712;89
WSLNEF;2022112713;140
WSLNEF;2022112714;96
WSLNEF;2022112715;38
WSLNEF;2022112716;5
WSLNEF;2022112717;0
WSLNEF;2022112718;0
WSLNEF;2022112719;0
WSLNEF;2022112720;0
WSLNEF;2022112721;0
WSLNEF;2022112722;0
WSLNEF;2022112723;0
WSLNEF;2022112800;0
WSLNEF;2022112801;0
WSLNEF;2022112802;0
WSLNEF;2022112803;0
WSLNEF;2022112804;0
WSLNEF;2022112805;0
WSLNEF;2022112806;0
WSLNEF;2022112807;1
WSLNEF;2022112808;16
WSLNEF;2022112809;37
WSLNEF;2022112810;69
WSLNEF;2022112811;105
WSLNEF;2022112812;95
WSLNEF;2022112813;88
WSLNEF;2022112814;87
WSLNEF;2022112815;38
WSLNEF;2022112816;4
WSLNEF;2022112817;0
WSLNEF;2022112818;0
WSLNEF;2022112819;0
WSLNEF;2022112820;0
WSLNEF;2022112821;0
WSLNEF;2022112822;0
WSLNEF;2022112823;0
WSLNEF;2022112900;0
WSLNEF;2022112901;0
WSLNEF;2022112902;0
WSLNEF;2022112903;0
WSLNEF;2022112904;0
WSLNEF;2022112905;0
WSLNEF;2022112906;0
WSLNEF;2022112907;1
WSLNEF;2022112908;16
WSLNEF;2022112909;71
WSLNEF;2022112910;111
WSLNEF;2022112911;99
WSLNEF;2022112912;55
WSLNEF;2022112913;46
WSLNEF;2022112914;26
WSLNEF;2022112915;10
WSLNEF;2022112916;2
WSLNEF;2022112917;0
WSLNEF;2022112918;0
WSLNEF;2022112919;0
WSLNEF;2022112920;0
WSLNEF;2022112921;0
WSLNEF;2022112922;0
WSLNEF;2022112923;0
WSLNEF;2022113000;0
WSLNEF;2022113001;0
WSLNEF;2022113002;0
WSLNEF;2022113003;0
WSLNEF;2022113004;0
WSLNEF;2022113005;0
WSLNEF;2022113006;0
WSLNEF;2022113007;0
WSLNEF;2022113008;6
WSLNEF;2022113009;19
WSLNEF;2022113010;32
WSLNEF;2022113011;44
WSLNEF;2022113012;47
WSLNEF;2022113013;27
WSLNEF;2022113014;18
WSLNEF;2022113015;10
WSLNEF;2022113016;2
WSLNEF;2022113017;0
WSLNEF;2022113018;0
WSLNEF;2022113019;0
WSLNEF;2022113020;0
WSLNEF;2022113021;0
WSLNEF;2022113022;0
WSLNEF;2022113023;0

stn;time;gre000h0
DLWEB;2022110100;0
DLWEB;2022110101;0
DLWEB;2022110102;0
DLWEB;2022110103;0
DLWEB;2022110104;0
DLWEB;2022110105;0
DLWEB;2022110106;0
DLWEB;2022110107;6
DLWEB;2022110108;51
DLWEB;2022110109;80
DLWEB;2022110110;154
DLWEB;2022110111;370
DLWEB;2022110112;428
DLWEB;2022110113;393
DLWEB;2022110114;304
DLWEB;2022110115;192
DLWEB;2022110116;55
DLWEB;2022110117;0
DLWEB;2022110118;0
DLWEB;2022110119;0
DLWEB;2022110120;0
DLWEB;2022110121;0
DLWEB;2022110122;0
DLWEB;2022110123;0
DLWEB;2022110200;0
DLWEB;2022110201;0
DLWEB;2022110202;0
DLWEB;2022110203;0
DLWEB;2022110204;0
DLWEB;2022110205;0
DLWEB;2022110206;0
DLWEB;2022110207;3
DLWEB;2022110208;64
DLWEB;2022110209;254
DLWEB;2022110210;366
DLWEB;2022110211;201
DLWEB;2022110212;401
DLWEB;2022110213;400
DLWEB;2022110214;307
DLWEB;2022110215;185
DLWEB;2022110216;52
DLWEB;2022110217;0
DLWEB;2022110218;0
DLWEB;2022110219;0
DLWEB;2022110220;0
DLWEB;2022110221;0
DLWEB;2022110222;0
DLWEB;2022110223;0
DLWEB;2022110300;0
DLWEB;2022110301;0
DLWEB;2022110302;0
DLWEB;2022110303;0
DLWEB;2022110304;0
DLWEB;2022110305;0
DLWEB;2022110306;0
DLWEB;2022110307;14
DLWEB;2022110308;75
DLWEB;2022110309;210
DLWEB;2022110310;168
DLWEB;2022110311;233
DLWEB;2022110312;143
DLWEB;2022110313;185
DLWEB;2022110314;87
DLWEB;2022110315;59
DLWEB;2022110316;11
DLWEB;2022110317;0
DLWEB;2022110318;0
DLWEB;2022110319;0
DLWEB;2022110320;0
DLWEB;2022110321;0
DLWEB;2022110322;0
DLWEB;2022110323;0
DLWEB;2022110400;0
DLWEB;2022110401;0
DLWEB;2022110402;0
DLWEB;2022110403;0
DLWEB;2022110404;0
DLWEB;2022110405;0
DLWEB;2022110406;0
DLWEB;2022110407;6
DLWEB;2022110408;54
DLWEB;2022110409;135
DLWEB;2022110410;94
DLWEB;2022110411;121
DLWEB;2022110412;151
DLWEB;2022110413;199
DLWEB;2022110414;47
DLWEB;2022110415;51
DLWEB;2022110416;14
DLWEB;2022110417;0
DLWEB;2022110418;0
DLWEB;2022110419;0
DLWEB;2022110420;0
DLWEB;2022110421;0
DLWEB;2022110422;0
DLWEB;2022110423;0
DLWEB;2022110500;0
DLWEB;2022110501;0
DLWEB;2022110502;0
DLWEB;2022110503;0
DLWEB;2022110504;0
DLWEB;2022110505;0
DLWEB;2022110506;0
DLWEB;2022110507;1
DLWEB;2022110508;29
DLWEB;2022110509;92
DLWEB;2022110510;248
DLWEB;2022110511;283
DLWEB;2022110512;382
DLWEB;2022110513;365
DLWEB;2022110514;235
DLWEB;2022110515;76
DLWEB;2022110516;27
DLWEB;2022110517;0
DLWEB;2022110518;0
DLWEB;2022110519;0
DLWEB;2022110520;0
DLWEB;2022110521;0
DLWEB;2022110522;0
DLWEB;2022110523;0
DLWEB;2022110600;0
DLWEB;2022110601;0
DLWEB;2022110602;0
DLWEB;2022110603;0
DLWEB;2022110604;0
DLWEB;2022110605;0
DLWEB;2022110606;0
DLWEB;2022110607;11
DLWEB;2022110608;106
DLWEB;2022110609;232
DLWEB;2022110610;299
DLWEB;2022110611;320
DLWEB;2022110612;289
DLWEB;2022110613;177
DLWEB;2022110614;106
DLWEB;2022110615;73
DLWEB;2022110616;13
DLWEB;2022110617;0
DLWEB;2022110618;0
DLWEB;2022110619;0
DLWEB;2022110620;0
DLWEB;2022110621;0
DLWEB;2022110622;0
DLWEB;2022110623;0
DLWEB;2022110700;0
DLWEB;2022110701;0
DLWEB;2022110702;0
DLWEB;2022110703;0
DLWEB;2022110704;0
DLWEB;2022110705;0
DLWEB;2022110706;0
DLWEB;2022110707;3
DLWEB;2022110708;28
DLWEB;2022110709;19
DLWEB;2022110710;71
DLWEB;2022110711;161
DLWEB;2022110712;174
DLWEB;2022110713;255
DLWEB;2022110714;75
DLWEB;2022110715;57
DLWEB;2022110716;15
DLWEB;2022110717;0
DLWEB;2022110718;0
DLWEB;2022110719;0
DLWEB;2022110720;0
DLWEB;2022110721;0
DLWEB;2022110722;0
DLWEB;2022110723;0
DLWEB;2022110800;0
DLWEB;2022110801;0
DLWEB;2022110802;0
DLWEB;2022110803;0
DLWEB;2022110804;0
DLWEB;2022110805;0
DLWEB;2022110806;0
DLWEB;2022110807;6
DLWEB;2022110808;37
DLWEB;2022110809;116
DLWEB;2022110810;280
DLWEB;2022110811;348
DLWEB;2022110812;384
DLWEB;2022110813;259
DLWEB;2022110814;211
DLWEB;2022110815;109
DLWEB;2022110816;22
DLWEB;2022110817;0
DLWEB;2022110818;0
DLWEB;2022110819;0
DLWEB;2022110820;0
DLWEB;2022110821;0
DLWEB;2022110822;0
DLWEB;2022110823;0
DLWEB;2022110900;0
DLWEB;2022110901;0
DLWEB;2022110902;0
DLWEB;2022110903;0
DLWEB;2022110904;0
DLWEB;2022110905;0
DLWEB;2022110906;0
DLWEB;2022110907;1
DLWEB;2022110908;16
DLWEB;2022110909;81
DLWEB;2022110910;187
DLWEB;2022110911;243
DLWEB;2022110912;124
DLWEB;2022110913;150
DLWEB;2022110914;106
DLWEB;2022110915;53
DLWEB;2022110916;7
DLWEB;2022110917;0
DLWEB;2022110918;0
DLWEB;2022110919;0
DLWEB;2022110920;0
DLWEB;2022110921;0
DLWEB;2022110922;0
DLWEB;2022110923;0
DLWEB;2022111000;0
DLWEB;2022111001;0
DLWEB;2022111002;0
DLWEB;2022111003;0
DLWEB;2022111004;0
DLWEB;2022111005;0
DLWEB;2022111006;0
DLWEB;2022111007;4
DLWEB;2022111008;101
DLWEB;2022111009;220
DLWEB;2022111010;319
DLWEB;2022111011;368
DLWEB;2022111012;365
DLWEB;2022111013;283
DLWEB;2022111014;260
DLWEB;2022111015;142
DLWEB;2022111016;30
DLWEB;2022111017;0
DLWEB;2022111018;0
DLWEB;2022111019;0
DLWEB;2022111020;0
DLWEB;2022111021;0
DLWEB;2022111022;0
DLWEB;2022111023;0
DLWEB;2022111100;0
DLWEB;2022111101;0
DLWEB;2022111102;0
DLWEB;2022111103;0
DLWEB;2022111104;0
DLWEB;2022111105;0
DLWEB;2022111106;0
DLWEB;2022111107;4
DLWEB;2022111108;76
DLWEB;2022111109;212
DLWEB;2022111110;262
DLWEB;2022111111;338
DLWEB;2022111112;351
DLWEB;2022111113;291
DLWEB;2022111114;247
DLWEB;2022111115;99
DLWEB;2022111116;20
DLWEB;2022111117;0
DLWEB;2022111118;0
DLWEB;2022111119;0
DLWEB;2022111120;0
DLWEB;2022111121;0
DLWEB;2022111122;0
DLWEB;2022111123;0
DLWEB;2022111200;0
DLWEB;2022111201;0
DLWEB;2022111202;0
DLWEB;2022111203;0
DLWEB;2022111204;0
DLWEB;2022111205;0
DLWEB;2022111206;0
DLWEB;2022111207;4
DLWEB;2022111208;86
DLWEB;2022111209;160
DLWEB;2022111210;171
DLWEB;2022111211;286
DLWEB;2022111212;321
DLWEB;2022111213;274
DLWEB;2022111214;173
DLWEB;2022111215;96
DLWEB;2022111216;17
DLWEB;2022111217;0
DLWEB;2022111218;0
DLWEB;2022111219;0
DLWEB;2022111220;0
DLWEB;2022111221;0
DLWEB;2022111222;0
DLWEB;2022111223;0
DLWEB;2022111300;0
DLWEB;2022111301;0
DLWEB;2022111302;0
DLWEB;2022111303;0
DLWEB;2022111304;0
DLWEB;2022111305;0
DLWEB;2022111306;0
DLWEB;2022111307;5
DLWEB;2022111308;89
DLWEB;2022111309;211
DLWEB;2022111310;315
DLWEB;2022111311;379
DLWEB;2022111312;383
DLWEB;2022111313;339
DLWEB;2022111314;254
DLWEB;2022111315;142
DLWEB;2022111316;26
DLWEB;2022111317;0
DLWEB;2022111318;0
DLWEB;2022111319;0
DLWEB;2022111320;0
DLWEB;2022111321;0
DLWEB;2022111322;0
DLWEB;2022111323;0
DLWEB;2022111400;0
DLWEB;2022111401;0
DLWEB;2022111402;0
DLWEB;2022111403;0
DLWEB;2022111404;0
DLWEB;2022111405;0
DLWEB;2022111406;0
DLWEB;2022111407;1
DLWEB;2022111408;32
DLWEB;2022111409;75
DLWEB;2022111410;189
DLWEB;2022111411;110
DLWEB;2022111412;56
DLWEB;2022111413;84
DLWEB;2022111414;156
DLWEB;2022111415;67
DLWEB;2022111416;4
DLWEB;2022111417;0
DLWEB;2022111418;0
DLWEB;2022111419;0
DLWEB;2022111420;0
DLWEB;2022111421;0
DLWEB;2022111422;0
DLWEB;2022111423;0
DLWEB;2022111500;0
DLWEB;2022111501;0
DLWEB;2022111502;0
DLWEB;2022111503;0
DLWEB;2022111504;0
DLWEB;2022111505;0
DLWEB;2022111506;0
DLWEB;2022111507;3
DLWEB;2022111508;27
DLWEB;2022111509;64
DLWEB;2022111510;87
DLWEB;2022111511;112
DLWEB;2022111512;188
DLWEB;2022111513;135
DLWEB;2022111514;94
DLWEB;2022111515;40
DLWEB;2022111516;3
DLWEB;2022111517;0
DLWEB;2022111518;0
DLWEB;2022111519;0
DLWEB;2022111520;0
DLWEB;2022111521;0
DLWEB;2022111522;0
DLWEB;2022111523;0
DLWEB;2022111600;0
DLWEB;2022111601;0
DLWEB;2022111602;0
DLWEB;2022111603;0
DLWEB;2022111604;0
DLWEB;2022111605;0
DLWEB;2022111606;0
DLWEB;2022111607;2
DLWEB;2022111608;56
DLWEB;2022111609;62
DLWEB;2022111610;107
DLWEB;2022111611;337
DLWEB;2022111612;314
DLWEB;2022111613;333
DLWEB;2022111614;147
DLWEB;2022111615;106
DLWEB;2022111616;7
DLWEB;2022111617;0
DLWEB;2022111618;0
DLWEB;2022111619;0
DLWEB;2022111620;0
DLWEB;2022111621;0
DLWEB;2022111622;0
DLWEB;2022111623;0
DLWEB;2022111700;0
DLWEB;2022111701;0
DLWEB;2022111702;0
DLWEB;2022111703;0
DLWEB;2022111704;0
DLWEB;2022111705;0
DLWEB;2022111706;0
DLWEB;2022111707;1
DLWEB;2022111708;97
DLWEB;2022111709;107
DLWEB;2022111710;75
DLWEB;2022111711;274
DLWEB;2022111712;382
DLWEB;2022111713;152
DLWEB;2022111714;22
DLWEB;2022111715;11
DLWEB;2022111716;1
DLWEB;2022111717;0
DLWEB;2022111718;0
DLWEB;2022111719;0
DLWEB;2022111720;0
DLWEB;2022111721;0
DLWEB;2022111722;0
DLWEB;2022111723;0
DLWEB;2022111800;0
DLWEB;2022111801;0
DLWEB;2022111802;0
DLWEB;2022111803;0
DLWEB;2022111804;0
DLWEB;2022111805;0
DLWEB;2022111806;0
DLWEB;2022111807;0
DLWEB;2022111808;11
DLWEB;2022111809;41
DLWEB;2022111810;57
DLWEB;2022111811;168
DLWEB;2022111812;240
DLWEB;2022111813;200
DLWEB;2022111814;223
DLWEB;2022111815;112
DLWEB;2022111816;14
DLWEB;2022111817;0
DLWEB;2022111818;0
DLWEB;2022111819;0
DLWEB;2022111820;0
DLWEB;2022111821;0
DLWEB;2022111822;0
DLWEB;2022111823;0
DLWEB;2022111900;0
DLWEB;2022111901;0
DLWEB;2022111902;0
DLWEB;2022111903;0
DLWEB;2022111904;0
DLWEB;2022111905;0
DLWEB;2022111906;0
DLWEB;2022111907;0
DLWEB;2022111908;7
DLWEB;2022111909;19
DLWEB;2022111910;33
DLWEB;2022111911;32
DLWEB;2022111912;43
DLWEB;2022111913;22
DLWEB;2022111914;24
DLWEB;2022111915;11
DLWEB;2022111916;1
DLWEB;2022111917;0
DLWEB;2022111918;0
DLWEB;2022111919;0
DLWEB;2022111920;0
DLWEB;2022111921;0
DLWEB;2022111922;0
DLWEB;2022111923;0
DLWEB;2022112000;0
DLWEB;2022112001;0
DLWEB;2022112002;0
DLWEB;2022112003;0
DLWEB;2022112004;0
DLWEB;2022112005;0
DLWEB;2022112006;0
DLWEB;2022112007;0
DLWEB;2022112008;13
DLWEB;2022112009;39
DLWEB;2022112010;55
DLWEB;2022112011;116
DLWEB;2022112012;102
DLWEB;2022112013;143
DLWEB;2022112014;165
DLWEB;2022112015;49
DLWEB;2022112016;4
DLWEB;2022112017;0
DLWEB;2022112018;0
DLWEB;2022112019;0
DLWEB;2022112020;0
DLWEB;2022112021;0
DLWEB;2022112022;0
DLWEB;2022112023;0
DLWEB;2022112100;0
DLWEB;2022112101;0
DLWEB;2022112102;0
DLWEB;2022112103;0
DLWEB;2022112104;0
DLWEB;2022112105;0
DLWEB;2022112106;0
DLWEB;2022112107;1
DLWEB;2022112108;52
DLWEB;2022112109;184
DLWEB;2022112110;238
DLWEB;2022112111;318
DLWEB;2022112112;188
DLWEB;2022112113;189
DLWEB;2022112114;138
DLWEB;2022112115;40
DLWEB;2022112116;3
DLWEB;2022112117;0
DLWEB;2022112118;0
DLWEB;2022112119;0
DLWEB;2022112120;0
DLWEB;2022112121;0
DLWEB;2022112122;0
DLWEB;2022112123;0
DLWEB;2022112200;0
DLWEB;2022112201;0
DLWEB;2022112202;0
DLWEB;2022112203;0
DLWEB;2022112204;0
DLWEB;2022112205;0
DLWEB;2022112206;0
DLWEB;2022112207;0
DLWEB;2022112208;20
DLWEB;2022112209;68
DLWEB;2022112210;126
DLWEB;2022112211;139
DLWEB;2022112212;84
DLWEB;2022112213;70
DLWEB;2022112214;42
DLWEB;2022112215;20
DLWEB;2022112216;5
DLWEB;2022112217;0
DLWEB;2022112218;0
DLWEB;2022112219;0
DLWEB;2022112220;0
DLWEB;2022112221;0
DLWEB;2022112222;0
DLWEB;2022112223;0
DLWEB;2022112300;0
DLWEB;2022112301;0
DLWEB;2022112302;0
DLWEB;2022112303;0
DLWEB;2022112304;0
DLWEB;2022112305;0
DLWEB;2022112306;0
DLWEB;2022112307;1
DLWEB;2022112308;48
DLWEB;2022112309;159
DLWEB;2022112310;255
DLWEB;2022112311;326
DLWEB;2022112312;341
DLWEB;2022112313;307
DLWEB;2022112314;216
DLWEB;2022112315;38
DLWEB;2022112316;2
DLWEB;2022112317;0
DLWEB;2022112318;0
DLWEB;2022112319;0
DLWEB;2022112320;0
DLWEB;2022112321;0
DLWEB;2022112322;0
DLWEB;2022112323;0
DLWEB;2022112400;0
DLWEB;2022112401;0
DLWEB;2022112402;0
DLWEB;2022112403;0
DLWEB;2022112404;0
DLWEB;2022112405;0
DLWEB;2022112406;0
DLWEB;2022112407;0
DLWEB;2022112408;2
DLWEB;2022112409;70
DLWEB;2022112410;113
DLWEB;2022112411;228
DLWEB;2022112412;309
DLWEB;2022112413;311
DLWEB;2022112414;225
DLWEB;2022112415;102
DLWEB;2022112416;10
DLWEB;2022112417;0
DLWEB;2022112418;0
DLWEB;2022112419;0
DLWEB;2022112420;0
DLWEB;2022112421;0
DLWEB;2022112422;0
DLWEB;2022112423;0
DLWEB;2022112500;0
DLWEB;2022112501;0
DLWEB;2022112502;0
DLWEB;2022112503;0
DLWEB;2022112504;0
DLWEB;2022112505;0
DLWEB;2022112506;0
DLWEB;2022112507;0
DLWEB;2022112508;17
DLWEB;2022112509;14
DLWEB;2022112510;35
DLWEB;2022112511;77
DLWEB;2022112512;105
DLWEB;2022112513;135
DLWEB;2022112514;161
DLWEB;2022112515;66
DLWEB;2022112516;6
DLWEB;2022112517;0
DLWEB;2022112518;0
DLWEB;2022112519;0
DLWEB;2022112520;0
DLWEB;2022112521;0
DLWEB;2022112522;0
DLWEB;2022112523;0
DLWEB;2022112600;0
DLWEB;2022112601;0
DLWEB;2022112602;0
DLWEB;2022112603;0
DLWEB;2022112604;0
DLWEB;2022112605;0
DLWEB;2022112606;0
DLWEB;2022112607;0
DLWEB;2022112608;42
DLWEB;2022112609;152
DLWEB;2022112610;201
DLWEB;2022112611;215
DLWEB;2022112612;223
DLWEB;2022112613;113
DLWEB;2022112614;46
DLWEB;2022112615;37
DLWEB;2022112616;9
DLWEB;2022112617;0
DLWEB;2022112618;0
DLWEB;2022112619;0
DLWEB;2022112620;0
DLWEB;2022112621;0
DLWEB;2022112622;0
DLWEB;2022112623;0
DLWEB;2022112700;0
DLWEB;2022112701;0
DLWEB;2022112702;0
DLWEB;2022112703;0
DLWEB;2022112704;0
DLWEB;2022112705;0
DLWEB;2022112706;0
DLWEB;2022112707;1
DLWEB;2022112708;21
DLWEB;2022112709;81
DLWEB;2022112710;139
DLWEB;2022112711;170
DLWEB;2022112712;212
DLWEB;2022112713;173
DLWEB;2022112714;67
DLWEB;2022112715;25
DLWEB;2022112716;2
DLWEB;2022112717;0
DLWEB;2022112718;0
DLWEB;2022112719;0
DLWEB;2022112720;0
DLWEB;2022112721;0
DLWEB;2022112722;0
DLWEB;2022112723;0
DLWEB;2022112800;0
DLWEB;2022112801;0
DLWEB;2022112802;0
DLWEB;2022112803;0
DLWEB;2022112804;0
DLWEB;2022112805;0
DLWEB;2022112806;0
DLWEB;2022112807;0
DLWEB;2022112808;8
DLWEB;2022112809;30
DLWEB;2022112810;33
DLWEB;2022112811;67
DLWEB;2022112812;89
DLWEB;2022112813;117
DLWEB;2022112814;57
DLWEB;2022112815;40
DLWEB;2022112816;4
DLWEB;2022112817;0
DLWEB;2022112818;0
DLWEB;2022112819;0
DLWEB;2022112820;0
DLWEB;2022112821;0
DLWEB;2022112822;0
DLWEB;2022112823;0
DLWEB;2022112900;0
DLWEB;2022112901;0
DLWEB;2022112902;0
DLWEB;2022112903;0
DLWEB;2022112904;0
DLWEB;2022112905;0
DLWEB;2022112906;0
DLWEB;2022112907;0
DLWEB;2022112908;7
DLWEB;2022112909;27
DLWEB;2022112910;46
DLWEB;2022112911;54
DLWEB;2022112912;52
DLWEB;2022112913;33
DLWEB;2022112914;28
DLWEB;2022112915;7
DLWEB;2022112916;0
DLWEB;2022112917;0
DLWEB;2022112918;0
DLWEB;2022112919;0
DLWEB;2022112920;0
DLWEB;2022112921;0
DLWEB;2022112922;0
DLWEB;2022112923;0
DLWEB;2022113000;0
DLWEB;2022113001;0
DLWEB;2022113002;0
DLWEB;2022113003;0
DLWEB;2022113004;0
DLWEB;2022113005;0
DLWEB;2022113006;0
DLWEB;2022113007;0
DLWEB;2022113008;1
DLWEB;2022113009;19
DLWEB;2022113010;41
DLWEB;2022113011;39
DLWEB;2022113012;51
DLWEB;2022113013;22
DLWEB;2022113014;6
DLWEB;2022113015;2
DLWEB;2022113016;0
DLWEB;2022113017;0
DLWEB;2022113018;0
DLWEB;2022113019;0
DLWEB;2022113020;0
DLWEB;2022113021;0
DLWEB;2022113022;0
DLWEB;2022113023;0

stn;time;gre000h0
TGNOL;2022110100;0
TGNOL;2022110101;0
TGNOL;2022110102;0
TGNOL;2022110103;0
TGNOL;2022110104;0
TGNOL;2022110105;0
TGNOL;2022110106;0
TGNOL;2022110107;14
TGNOL;2022110108;41
TGNOL;2022110109;92
TGNOL;2022110110;136
TGNOL;2022110111;140
TGNOL;2022110112;228
TGNOL;2022110113;180
TGNOL;2022110114;200
TGNOL;2022110115;207
TGNOL;2022110116;20
TGNOL;2022110117;0
TGNOL;2022110118;0
TGNOL;2022110119;0
TGNOL;2022110120;0
TGNOL;2022110121;0
TGNOL;2022110122;0
TGNOL;2022110123;0
TGNOL;2022110200;0
TGNOL;2022110201;0
TGNOL;2022110202;0
TGNOL;2022110203;0
TGNOL;2022110204;0
TGNOL;2022110205;0
TGNOL;2022110206;0
TGNOL;2022110207;20
TGNOL;2022110208;42
TGNOL;2022110209;94
TGNOL;2022110210;101
TGNOL;2022110211;174
TGNOL;2022110212;188
TGNOL;2022110213;223
TGNOL;2022110214;243
TGNOL;2022110215;167
TGNOL;2022110216;48
TGNOL;2022110217;1
TGNOL;2022110218;0
TGNOL;2022110219;0
TGNOL;2022110220;0
TGNOL;2022110221;0
TGNOL;2022110222;0
TGNOL;2022110223;0
TGNOL;2022110300;0
TGNOL;2022110301;0
TGNOL;2022110302;0
TGNOL;2022110303;0
TGNOL;2022110304;0
TGNOL;2022110305;0
TGNOL;2022110306;0
TGNOL;2022110307;21
TGNOL;2022110308;82
TGNOL;2022110309;160
TGNOL;2022110310;283
TGNOL;2022110311;423
TGNOL;2022110312;339
TGNOL;2022110313;234
TGNOL;2022110314;103
TGNOL;2022110315;56
TGNOL;2022110316;23
TGNOL;2022110317;0
TGNOL;2022110318;0
TGNOL;2022110319;0
TGNOL;2022110320;0
TGNOL;2022110321;0
TGNOL;2022110322;0
TGNOL;2022110323;0
TGNOL;2022110400;0
TGNOL;2022110401;0
TGNOL;2022110402;0
TGNOL;2022110403;0
TGNOL;2022110404;0
TGNOL;2022110405;0
TGNOL;2022110406;0
TGNOL;2022110407;8
TGNOL;2022110408;59
TGNOL;2022110409;98
TGNOL;2022110410;191
TGNOL;2022110411;231
TGNOL;2022110412;315
TGNOL;2022110413;156
TGNOL;2022110414;142
TGNOL;2022110415;109
TGNOL;2022110416;62
TGNOL;2022110417;0
TGNOL;2022110418;0
TGNOL;2022110419;0
TGNOL;2022110420;0
TGNOL;2022110421;0
TGNOL;2022110422;0
TGNOL;2022110423;0
TGNOL;2022110500;0
TGNOL;2022110501;0
TGNOL;2022110502;0
TGNOL;2022110503;0
TGNOL;2022110504;0
TGNOL;2022110505;0
TGNOL;2022110506;0
TGNOL;2022110507;6
TGNOL;2022110508;37
TGNOL;2022110509;53
TGNOL;2022110510;71
TGNOL;2022110511;104
TGNOL;2022110512;137
TGNOL;2022110513;134
TGNOL;2022110514;83
TGNOL;2022110515;37
TGNOL;2022110516;9
TGNOL;2022110517;0
TGNOL;2022110518;0
TGNOL;2022110519;0
TGNOL;2022110520;0
TGNOL;2022110521;0
TGNOL;2022110522;0
TGNOL;2022110523;0
TGNOL;2022110600;0
TGNOL;2022110601;0
TGNOL;2022110602;0
TGNOL;2022110603;0
TGNOL;2022110604;0
TGNOL;2022110605;0
TGNOL;2022110606;0
TGNOL;2022110607;7
TGNOL;2022110608;43
TGNOL;2022110609;93
TGNOL;2022110610;164
TGNOL;2022110611;149
TGNOL;2022110612;298
TGNOL;2022110613;332
TGNOL;2022110614;185
TGNOL;2022110615;107
TGNOL;2022110616;41
TGNOL;2022110617;0
TGNOL;2022110618;0
TGNOL;2022110619;0
TGNOL;2022110620;0
TGNOL;2022110621;0
TGNOL;2022110622;0
TGNOL;2022110623;0
TGNOL;2022110700;0
TGNOL;2022110701;0
TGNOL;2022110702;0
TGNOL;2022110703;0
TGNOL;2022110704;0
TGNOL;2022110705;0
TGNOL;2022110706;0
TGNOL;2022110707;18
TGNOL;2022110708;59
TGNOL;2022110709;145
TGNOL;2022110710;309
TGNOL;2022110711;364
TGNOL;2022110712;389
TGNOL;2022110713;307
TGNOL;2022110714;300
TGNOL;2022110715;129
TGNOL;2022110716;26
TGNOL;2022110717;1
TGNOL;2022110718;0
TGNOL;2022110719;0
TGNOL;2022110720;0
TGNOL;2022110721;0
TGNOL;2022110722;0
TGNOL;2022110723;0
TGNOL;2022110800;0
TGNOL;2022110801;0
TGNOL;2022110802;0
TGNOL;2022110803;0
TGNOL;2022110804;0
TGNOL;2022110805;0
TGNOL;2022110806;0
TGNOL;2022110807;16
TGNOL;2022110808;45
TGNOL;2022110809;152
TGNOL;2022110810;309
TGNOL;2022110811;385
TGNOL;2022110812;314
TGNOL;2022110813;243
TGNOL;2022110814;174
